labels,pos_tag,text
1,OOOttOOOOOOOOOOOOvvO,肥胖的小叶儿，像一个个刚刚睡醒的胖娃娃。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,像学历不明的打菜大妈五次三番将菜价翻倍扣于我餐卡这样的事故，莫不作笑话也，我已习以为常。
1,OOOttOOvvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,往后的日子就像白开水一样，清澈的，看得见壶底的渣滓，听得见开壶“咕嘟咕嘟”的水泡，慢慢的一点点的蒸干。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,这时我的眼前尽是少年英雄哪吒的影子，想着想着自己尽也变成了哪吒，脚下像踩上了风火轮，突然，“风火轮”不听我使唤，将我狠狠地往地上摔了一跤，来了个“狗吃屎”。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOttOOOOOOOOOOOvvOOOOOOOO,这句话是爸爸看到戈壁滩上高大挺秀的白杨树而触景生情，以白杨树勉励自己扎根边疆，建设边疆，像白杨一样坚强不动摇。
0,OOOOOOOOOOOOOOOOOO,接着，肚子里像有孙悟空在玩耍一样痛。
0,OOOOOOOOOOOOOOOOOO,像往常一样，还没到家，我就喊了起来。
0,OOOOOOOOOOOOOOOO,摸起来滑滑的，就像在摸婴儿的脸。
1,OOOOOOOOOOOOOOOttOOOOOOOOOOOOOOOvvOOOOOOOOOOO,“我不下，就不下啊”原本清凉的池水在我当时看来像是一个带着坏笑的噩梦，让我不得不被逼下水。
1,ttOOOOOvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,雨点像硬币大的冰雹落下来，天地间迅速拉起了一道银白色的窗帘，清新的水雾夹杂着尘土的气息迎面扑来。
1,OOOtOOOOOOvvvO,安娜的笑，美得像一朵玫瑰花。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,然后，妈妈手把手的教我包：首先在饺子皮边上沾点水，然后在中间加上肉馅，最后用右手的食指和大拇指把饺子的边缘对叠捏出一个个像厨师帽一样的花边，一个饺子就包成了。
1,OOOOOOOOOOOOOOOOOOOOOOOttOOOOOOvvOOOOOOOOOOOOOO,你的母亲正在处于高速发展的阶段，拿破仑曾说你的母亲像一头沉睡的狮子，现在她正在处于苏醒的时间。
0,OOOOOOOOOOOOOOOOOOOOOOO,希望你以后长大了，能真正帮助像老奶奶一样的人。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOttOOOOOOOOvvOOOOOOOO,这声音似密密匝匝的鼓点有节奏感地响在撑伞人的耳边，合着“淅淅沥沥”的雨声像一曲悠扬空灵的乐曲，别有一番韵味。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,于是我也喜欢捞鱼，我整天想捞到我画过的鱼儿，每年夏天我一有空就去孔子像小鱼池用小渔网捞鱼，捞一些小鱼苗养着，逢年过节时也买些红金鱼养着，所以我也爱养鱼，可这些都不是我想要的鱼。
1,OOOttOOOOOOOOOvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,善良的人性像是一朵娇嫩欲滴的玫瑰，只要我们能细心呵护，精心照料，我相信，会有越来越多残败的玫瑰会重新露出它的芬芳！
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,“小主人，你一定要好好学习，再给我们多找几个像这样的好朋友。
1,OOOttOOOOOOOOOOOOOOOOOOvvOOOOOO,玲珑的石榴长了出来有的已经裂开了口子像一个个小娃娃露出了笑脸。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,但是，据哈佛大学教授后来的调查出来的结果表明，像这样的人几百年甚至几千年才能出现一个。
1,OOOOOttOOOOOvvOOOOOOOOOOOOOOOOOOOOOOOOOO,这时碗里的桔子已经堆得像小山一样高了，我担心再堆上去就可能有桔子会马上滚落下来。
1,ttOOOvvvOOOOOOOOOOOOOOOOOOOOOOOO,人类虽然像孙悟空那样“神通广大”，但在这种连锁反应面前无能为力。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,就像一些游戏网站说的：适当游戏有帮助，沉迷游戏损健康，是的，上网时间要控制，不能将大批光阴浪费在网络之中。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,每次看到您在为蕾蕾忙前忙后，我就想：当我像她这么大的时候，您一定也是这么忙的。
1,ttOOOOvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,社会像尽一潭污水，其中混合着各种物质，如今社会这潭污水已经饱和，要说还少点什么？
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOO,作为学生的我们其实看似快乐，可我们真的像表象看上去那样吗？
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,我只想用我的方式去做好自己扮演的角色，去演绎自己的人生，我会付出，你也在付出，但是，我知道迟早有一天你会自发地去改变自己，像我当初为了你而改变一样。
0,OOOOOOOOOOOOOOOOOOOOO,李黎甜甜的笑了，笑的像窗外的阳光一样灿烂。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOttOOOOOOOOOOOOOOOOvvOOOOO,今天，我读了一篇文章叫作：《向人生的高空飞翔》，它的内容是：有一块石头在深山里躺着，它有一个梦想就是像鸟儿一样飞翔。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,那师傅又不停歇地把“面棍”的两端拿在手里，再用手一抖，面棍上下飞舞，像变魔术一样，竟然由粗变细，成了一根根“面绳”。
1,OOOOOOOOOOOOOOOOOOttOOOOvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,正当动物们看得入神时，忽然狂风大作，闪电像奔驰的白马在天空中跑过，“哗”，一阵倾盆大雨从天而降，豌豆般大小的雨点落在动物们身上，眼尖的小猫一下就看到了掩藏在爬山虎下的洞穴。
1,OOtOOOOOOOOOOOOOOOOOOOOOOOOOOvvOOOOOOOOOOOOOOOOOOO,风把云吹得散开了，再也不是一大块一大块的，而像丝丝缕缕的黑棉花，把整个天空都渲染得有一点淡淡的忧郁。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,我把遥控车开到乖乖身边，没想到乖乖居然害怕我的遥控车，见到车子就像老鼠见了猫，先是东躲西藏，最后竟然拼命地跑了起来。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,张开双臂，仰望天空，像泰坦尼克号中的剧情一样，感受秋风带来的美好。
1,ttOOOvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,生活就像被强暴一样，当你无法拒绝的时候，慢着，请听一下自己最深层的声音——你听见什么了？
0,OOOOOOOOOOOOOOOOOOOOOOOO,但我心情一下轻松起来，就像解开了斯芬克斯的难题。
1,OOOOOOOOOOOOOOOOOOOttOOOOOOOOOOOOOOvvOOOOOOOOOOOOOOOOOO,这只可爱的小乌龟穿着一件深褐色的格子“外衣”，油光发亮，像是将军身上的铠甲，我一直把它当作我的一个朋友来看待。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOttOOOOvvOOO,沿着走廊往前走，我看到高高的墙壁上挂着浑身长刺的刺鲀标本，整个体形呈球状，看起来很象陆地上的小刺猬，还有那红珊瑚像红色的花朵真美。
1,OOOOOOOttOOOOOOvvOOOOOOOOOOOOOOOOOOOOOOOOOO,到了集合地点，我们个个像腾飞的巨龙一般，雄赳赳、气昂昂地踏上大巴车，浩浩荡荡地出发了。
1,OOOttOOOOvvOOO,这时，小本急得像热蚂蚁一般！
1,ttOOOOvvOOOOOOOOOOOOOOOOOO,人生就像一片大海，青年时则惊涛拍岸，处处有惊涛骇浪。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,我想，也许在某一天后，我也会像他们一样，以着那样一个身份进入到哪个神圣的领地，我的眼中也会有着和她们一样的神采，期待能让世间多一个鲜活的生命。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,凡事都有个庸俗的过程，就像人类对世界的认识一样，庸俗的唯物，庸俗的唯心。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOttOOOOOOOOvvO,我们排队走到火车跟前，每节车箱内都亮着灯，抬眼望去，好家伙，火车好长呀，真像一条巨蛇。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,通过这件事，我明白了一个道理：“不管你是人类还是动物，都要做好事，否则就会像我一样‘老鼠过街，人人喊打’。
1,tOOOOOOOOvvOOOOOOOOOOOOOOOOOO,雨，像银灰色粘濡的蛛丝，织成一片轻柔的网，网住了整个天空。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,你的执着让你靠近终点，可你的不屑却让你忽视了每一个像终点一样充满魅力的地方，将每一个印在滚滚红尘中的脚印都当做终点一样珍惜吧。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOO,还想说说我最喜欢领班陈海艳吧，她像我的长辈一样关心着我。
1,OOOOOOOOOOOOOOOOOOOOOOttOOOOOOOvvO,我们沿着湖畔来到了码头，向远处望去，那碧绿的湖水就像一块无暇的翡翠。
1,OOOOOtOOOOOOOOOOOOOOOOOOvvOOOOOOOOOOOOOOOOOOOOOOO,更逗人的是它总翘着潮湿的鼻子向着我，像一个生病的孩子，看起来似乎很可怜，其实，我知道它很想和我玩。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,原来中国共产党真的伟大，当共产党员真的光荣，我要好好学习，在党的阳光下健康成长，将来长大了，也要像爷爷和姑姑一样作一名共产党员，好为国家、为人民多做些事情。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,那是什么，她看到的不是丑恶的脸，削尖的下巴，锐利的眼光，穿着斗篷柱着木杖，而是祥和的脸，明亮的双眼，看着她的眼神就像当年祖母看着她的一般。
0,OOOOOOOOOOOOOO,我点一点头，像一个侦探似的。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,我们要像张思德那样为人民服务，勤勤恳恳，兢兢业业，任劳任怨，不计得失，虽没有“仰天长啸，壮怀激烈”的豪迈之情，也没有“惊天地，泣鬼神”的悲壮之举，却同样让生命重于泰山，用生命铸就辉煌。
1,ttOOOOvvOOOOOOOOOOOO,生活就像一面镜子，你对它笑，它就对你笑。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,像她这种文貌双全的人在我们学校可不是多见的，所以我现在的一些同学看见了她还以为她学习不咋样，结果到她们班一打听当场晕倒，嘿嘿！
0,OOOOOOOOOOOOOOOOOOOO,所以说残缺也是一种美，就像那断臂维纳斯。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOttOOvvOOOOOOOOO,花开了又谢，谢了又开，风继续吹，雨继续飘，云继续聚聚散散，青春就像爱恋的心情永远地怀念！
0,OOOOOOOOOOOOOOOO,更不像北京的风，吹得人睁不开眼。
1,OOttOOOOOOOOOOOOOOOvvOOOOOOOOOOOOOOOOOOOOOOOOO,一些记忆被某些不经意的话语或者歌声中像电影般一幕幕重现，也因此常常定格在某一刹那，挥之不去。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,这样，我也就像“掩耳盗铃”中的那个人一样，自欺欺人，不仅我经常会这样，就是在生活中，我也经常看到有些成人也是一样的做“掩耳盗铃”的人。
1,OOOOOOOOOOOOOOOOOttOOOOOOOvvOOOOOOOOOOO,总会在绿山坏绕中，听到嘹亮而动听的情歌，像浓情似水的古筝一样，那是最美的爱情。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOO,秋天一个丰收的季节一个让人像掉入了奇妙浪漫的童话中的季节。
0,OOOOOOOOOOOOOOOOOOOOO,它的尾巴后面有三根尖刺，不像公的只有两只。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,直到那句话的出现，我才慢慢从那些懒惰颓废的情绪中将自己拉扯出来，像是用一根火柴擦亮了黑暗，烧掉了缠绕在心房上的那根迷乱的网线，让我看见了自己的出路。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,四年级时，我已不像幼儿园那样天真地认为书只是供人娱乐的东西，而是体会到了读书的收获和重要性。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,读了《杨光的故事》以后，我们也要像杨光一样乐观生活，学会感恩，在平凡的生活中超越自我，怀抱一颗感恩的心，将感恩传递，让幸福之花，开在感恩的枝头灼灼其华。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOttOOvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,突然母亲的叫唤响起在村里的街道，这又是我忘记了回家的后果，我怕极了，不敢答应，但脚步却像兔子一样蹦起来，快速赶在母亲进门前坐在炕上，儿时的我常常让母亲操尽了心，而今，母亲，你是否独临秋风，又在远眺期盼女儿的归来？
1,tttOvvvOOOOOOOOOOOO,摇控器像接力棒一样在我和老爸之间传递。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOO,疼我的人很多，我不是不满足，只是再无法像当初毫无顾及。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,那天，佳维打电话告诉我，小卓在罗岩中学当教务处主任，我听了没说什么，其实像小卓这样的老师，是应该表现出色的，想来他大概正是春风得意吧！
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,习惯了累时你的肩膀和那宽实的后背，总给我一只能感全感，你我年纪相仿，却总是像大哥哥一样照顾我，总是怕我受到一丝伤害，在我受到欺负时，总会第一个站出来替我打抱不平。
1,OOOtOttOOOOOOvvOOOOOOOOOOOOOOOOOOOOOOO,傍晚，我和表妹像两只快乐的小鸟跑上了天台，参加在我家举行的“六一”欢乐晚会。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOttOOOOvOOOOOOOOOOOOOOOOOOOOOO,坐上公汽来到桥头，那里种着花草、树，一簇簇绿叶衬托着一朵朵各色各样的花朵，来到桥上，大桥像一条长龙横卧在江面上，许多汽车在大桥上快速的行驶着。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOttOOOOOOOOvvOOOOO,我翻动着硬邦邦的书页，蓬松而整齐，泛黄的纸张散发着一股封存已久的书香气，被翻落的灰尘在那一束光照中像少女般舞动着。
0,OOOOOOOOOOOOOOOOOOOOO,就像那花开，花落亦复开，时光似乎不能重来。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,每天都要面都那张看了就像生气的脸，每天投身于题海的伟大实践，乏味的重复虚假的笑容与暗藏的阴谋。
1,OOOOOtOOOOOOOOOOOOvvO,我属鼠，可我却总像一只顽皮又可爱的小猴子。
1,OOOOttOOOOOvvOOOOOOOOOOOOOOOOOOOO,刚落叶的树枝像毛茸茸的银条，许多大树上堆满了雪球，大地铺上了地毯。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,在家，妈妈是我的朋友，她可以放下她的事情，像小孩子一样坐在地板上和我一起拼轮船、拼赛车、推积木、下象棋，边玩边教我方法，还一边给我讲故事。
1,OOOOOOOOOOOOOOOttOOOOOOOOOOOvvvOOOOOO,一阵风吹来，老槐树上的一朵朵小白花就随风飘落，像一个个小降落伞，格外美丽。
1,OOOOOOOOOOOOtOOOvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,尽管发丝凌乱、汗流浃背，她也像个天使，我不忍打扰，便站在门外等他，直到双腿都开始发软，她才停下动作休息，喝了一口水，用毛巾胡乱擦了一下脸，喘了口气又练。
1,OOOOOOOOOOOOOOOOOOOOOOOOtttOOOOOOOOOOOOOvvO,我三步两跳来到食堂，只见每个窗口都排着一条长龙，小朋友叽叽喳喳地叫着像一群快乐的鸟儿。
1,OOOOOOOOOttOOOOOOOOOOOOOOOOvvOOOOOOO,秋天是红色的，枫树叶子只有在秋天才会脸红，远远望去，像朝霞一样映红了秋。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOtOOOOOOOOvvOOO,当花瓣如旋转飞舞的雨蝶纷纷飘在冷寂的庭院，她在悠扬的琴声而为止的旋律里，望着最后一片带着雨珠的蝶儿轻悠悠地飘落，那颗玻璃般的心，凉了，像秋夜的空气一样。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,母亲来我不知道，下课时我在走廊上看到与我们班正对着的，隔着一个操场的小卖部门口站了几个人，其中一贯很像母亲。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,小猪终于看到了冬天的第一场雪，而夏洛却死了，然后，就像所有的轮回，新的生命出生，新的蜘蛛出现。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOtOOOOOvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,学校举行一年一度的校运会，他参加的项目是400米长跑，裁判员老师发令枪一响，他就像离弦的箭一样冲了出去，只见他不慌不忙地紧跟着第二名的同学，在他们离终点还有50米的时候，他以迅雷不及掩耳之势的速度冲了上去，跑到了终点。
1,OOOttOOOOOvvOOOOOOOOOOOOOOOOOO,的确，生活就像一个大熔炉，经过烈火，有人变软弱，有人变坚强。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,姐姐愣住了，像疯了一般跑回家去，猛地推开门，便看到爸爸虚弱的面孔，姐姐终是什么都没说，转身跑出去了。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,当岳飞的死讯传来，陆游便像一位战士抄起武器一样，写下了这篇《满红红》，其间有谁能明晓他内心的伤痛。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOvvOOOttOOOOOOOOOOO,暑假中的一天，我家包饺子吃，奶奶买来了饺子皮跟肉馅，然后包起了饺子，只见一个个像元宝一样的饺子从奶奶的手里变出来了。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,回想中华上下五千年，有多少位有伟大成就的名人不是像鲁滨逊那样用积极的态度去面对挫折，为自己的人生目标而努力奋斗的呢？
1,tOOOOOOOOOOOOOOvvO,它工作的时候，像一辆威风凛凛的坦克。
0,OOOOOOOOOOOOOOOOOOOOO,下课时像个小孩似的和我们聊聊天，开开玩笑。
1,OOOtttOOOOOOOOOOOOOOOOvvO,蜿蜒的护城河沿着山脚下向东流去，像一条碧绿的绸带。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOttOOOOOOOOOOOOvvO,在草丛中挺立着高大的大王椰子树，它足足有四层楼那么高，它的叶子又尖又长，像一把把锐利的小刀。
1,ttOOOOOOOOOOOOOOOOOOOOOvvOOOOOOOOOOOOOO,春雨轻轻地、软软地从天上落下来，像一个能干的小画家，把大地变成一幅美丽的图画。
1,OOOOOOOOtttOOOOOOOOOOOOvOOOOOOOOOOOO,比赛开始了，各位运动员飞快的向前跑去，像离弦的箭一样，他们谁也不甘落后。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,至少，病痛全无的我现在年轻得像个小孩，此时的我显得天真，显得单纯，但我绝不认为这是一种幼稚抑或无知。
0,OOOOOOOOOOOOOOOO,球面反射着光，像一颗耀眼的明珠。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,更不像冬天里的雨，夹杂着凛冽的寒风而来，使人全身发抖，冰冷直透心底。
1,OOOOOOOOOOOOOOOvvOOOOOOOttOOOOOOOOOO,它长着一身棕色的毛，还有一双像玻璃那样闪闪发光的眼睛，它的鼻子翘的老高。
1,OOOOtttOOOOOOOvvOOOOOOOOOOO,这一个“第一次”，就像一只小脚印，印在我成长的道路上。
1,OOOOOOOOOOOOOOOOttOOOOOOOOOOOvvO,一阵微风拂过，湖面上漾起了一条条波纹，像一条迎风飘扬的多彩绸带。
1,OOOOOOOttOOOOOOOvvOOOOOOOOOOOOOOOOOOOOOO,这个闪电一样的动作活像一条巨大的火蛇，在赛场上蜿蜒游动，一晃就把对手扔到了地上。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,其实在当今社会，有个性的少年，会舞文弄墨的，甚至中途退学的并不只他一个，但像他这样玩儿文字玩的这么出色，装深沉装得这么地道，抨击社会抨击的这么彻底的，也就他一个。
1,ttOOOOOOOOOOOOvvOOOOOOO,贝贝很勇敢，双手抱住杆子像小猴子一样溜了下来。
0,OOOOOOOOOOOOOOOOOOOOO,解放军叔叔，我长大了也像你们一样报效祖国！
0,OOOOOOOOOOOOOOOOOOOOOOOOOOO,晕死我了，像位喝醉酒的大汉一样摇摇晃晃地回到了座位上。
1,OOOOOtOOOOOOvvOOOOOOOOOOOOOOOOOOOOOOOOOOO,我突然想到人不是也应该像树木一样，不断地长新叶，开新花，把糟粕剔除并不断地创新吗？
0,OOOOOOOOOOOOOOOOOOOOOOO,我像是在期待着什么，孤独的心也如这阴霾的天空。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,我在小时候由于不保护眼睛，二年级时不幸成了近视眼，再也不像从前那样多远也能看的很清晰，于是，我想：不戴眼镜行不行？
1,OOOOOOtOOvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,有时候我觉得您就像影子一样无处不在，似乎我的一举一动都在您的掌控之中，微微的懈怠和偷懒，都逃不过您的火眼金睛。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,漫步山中，就像在云雾里飘飞，踏着通幽曲径，有一种飘飘欲仙的感觉。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,每当我把虾肉剥出来放到水桶里的时候，这一些螃蟹就像是三天没有吃过饭一样，争着跑着爬过来抢吃虾肉。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,“时光机器”的四周围着一大群小恐龙宝宝，他们像在讨论“时光机器”是哪儿来的。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,爸爸、妈妈、老师我希望我自己学习更多的知识和本领，快快长大，到那时我才能照顾好自己，才能帮助许许多多像卖火柴的小女孩那样的孩子，让她（他）们的生活温馨而灿烂！
1,OOOOOOOOOOOOOOOOttOOOOOOOOOOOvvvvOOOOOOOOOOOOOOOOOOOOOOOO,通过我浇水施肥花越开越多，一条条丝瓜挂在藤上像一个个吊着的玉米棒子，青青的丝瓜就有一尺多长，真好看，风吹叮叮铛铛。
1,OOOOOOOttOOOOOOOvvO,那种对梦渴望的野性，像一只狂奔的驯鹿。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,像钱博士一样，许许多多的爱国人士，不顾个人安慰回国，在各个领域作出了重大贡献。
0,OOOOOOOOOOOOOOOOOOOOOOOOOO,真正的友谊应该是想像爱需要对方一点一点动容，珍惜的。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,地球就是我们的家园，为了我们的家园更加美丽，所有我们要像爱护自己家一样爱护我们的地球。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,在小学一年级的时候，因为老师的一次体罚，让我在小学阶段受尽了“折磨”，见到老师就像见到怪物一样，害怕极了，自然成绩总排在班级最后。
1,OOOOOOOOOOOOOOOOtOOOOOOOOvvOOOOOOOO,这不禁让我回想到以前，这棵木棉花树像一个守护校园的卫士，日夜都驻在这。
1,OOOOOOtttOOOOOOOOOvvOOOOOOOOOOOOOOOOOOOO,’花季年华的十八岁，本应像待苞欲放的花朵一样只有一个信念就是开出迷人的灿烂之花。
1,OOOOOttOvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,为此，我的高一像落叶在疲倦的季节里掉进了时间的长河中，被岁月冲洗着，却再也不能回到它先前的样子，留下的尽是辛酸的眼泪和灰色的记忆。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOttOOOOOOOOOvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,是一场战役，考场如战场，所谓“不入虎穴，焉得虎子，”深入六年级后，我深深体会到了这点，我们像一个个冲锋陷阵的士兵，而考题，则是我们不得不消灭的敌人，这其中当然也少不了老师，他们就是那指挥我们千军万马的统领，冲！
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,原来是有愤怒的，只是就像一块有棱角的石头，在湍急的溪流中，久而久之，棱角被磨平了。
1,OOOOOOOOOOOOOOOOOOOOtOOOvvOOOOOOOOO,是让每一个中国人都感到骄傲、自豪的国家，她像一位巨人屹立在世界的东方。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOttOOOOOOOOvvOOOOOOOOOOOOOOOO,他看上去文质彬彬的，脾气却非常火爆，只要稍微冒犯他一下，他便会‘火山爆发’，眼睛瞪得非常的园，像碟子一样大，让人望而生畏，可怕极了。
1,OOOOOOOttOOvvOOOOOOOO,想象着在天堂的奶奶，像阳光一样灿烂、幸福。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,以前一直习惯幻想着昨天，渐渐地，才发现梦幻的泡沫早已破灭，就像是一地的碎片，映出的只能是支离破碎的泡影。
